,购买金额,累计购买金额
3447,99.99,6241.71
3448,638.97,0.0
3449,47.98,1351.464
3450,37.98,3833.16
3451,97.97,597.0
3452,1248.0,3120.94
3453,89.99,6843.012
3454,547.97,1412.406
3455,148.97,6339.71
3456,211.19,1895.29
3457,90.94,277.98
3458,133.98,1081.76
3459,343.98,4275.98
3460,16.98,3497.751
3461,39.99,767.55
3462,119.95,3114.682
3463,177.23,7081.9
3464,88.98,1515.637
3465,49.99,2920.595
3466,43.98,963.332
3467,1187.49,1167.25
3468,1221.94,0.0
3469,239.0,2367.52
3470,1183.94,5280.587
3471,140.0,2739.251
3472,69.99,709.97
3473,139.99,912.99
3474,620.99,1136.457
3475,304.72,1807.96
3476,140.0,3432.78
3477,129.0,1174.01
3478,1419.96,11597.9
3479,337.98,8449.642
3480,91.52,1061.96
3481,55.98,2112.01
3482,110.99,0.0
3483,454.72,2995.207
3484,157.96,0.0
3485,399.99,1758.15
3486,412.99,351.95
3487,99.99,5306.527
3488,63.99,2629.49
3489,368.2,976.509
3490,191.53,3185.15
3491,1641.96,3248.984
3492,30.99,1539.274
3493,888.97,2855.78
3494,186.99,2757.267
3495,2034.06,11597.9
3496,766.95,1127.64
3497,304.99,2615.579
3498,69.99,1790.767
3499,559.98,3126.115
3500,883.94,2608.774
3501,568.58,3407.494
3502,228.88,1043.98
3503,15.99,9539.215
3504,47.98,7745.066
3505,121.46,1099.469
3506,370.9,2067.212
3507,53.97,1604.346
3508,79.99,6774.079
3509,61.18,779.0
3510,49.99,1861.881
3511,159.98,676.97
3512,738.97,7801.313
3513,1029.88,4564.862
3514,348.98,845.0
3515,671.04,842.99
3516,129.0,0.0
3517,87.99,359.0
3518,662.97,6548.738
3519,1.0,927.61
3520,496.92,144.15
3521,468.0,10359.632
3522,109.95,2916.881
3523,19.99,1179.87
3524,367.19,915.95
3525,1105.13,2203.52
3526,110.0,1301.08
3527,116.0,2197.567
3528,987.16,1258.1
3529,384.99,1671.97
3530,119.99,453.99
3531,212.72,1522.93
3532,348.95,1698.0
3533,2047.2,1008.52
3534,258.0,2189.98
3535,1419.18,3102.34
3536,252.68,525.587
3537,852.85,3220.87
3538,47.86,1652.09
3539,460.73,9317.025
3540,156.62,2263.99
3541,129.0,547.48
3542,132.95,2433.154
3543,65.99,723.97
3544,89.99,3400.42
3545,524.98,1599.75
3546,259.0,2455.917
3547,199.8,0.0
3548,249.99,3594.74
3549,716.27,3230.594
3550,91.15,1493.986
3551,728.97,340.99
3552,142.36,5362.824
3553,19.98,5076.13
3554,140.0,9267.842
3555,142.16,1198.94
3556,375.0,3411.16
3557,26.99,0.0
3558,1659.14,2249.611
3559,21.99,2041.0
3560,92.98,3601.97
3561,838.97,2936.294
3562,249.98,3430.95
3563,239.0,1829.99
3564,39.99,5667.533
3565,89.0,3593.94
3566,229.98,2127.46
3567,39.99,1790.96
3568,239.0,602.87
3569,526.97,3543.626
3570,140.0,11597.9
3571,179.99,2483.584
3572,179.98,1536.43
3573,239.0,1143.0
3574,990.03,6475.515
3575,986.88,693.99
3576,337.98,580.519
3577,151.99,1839.36
3578,33.98,199.0
3579,96.96,529.537
3580,31.98,559.11
3581,41.98,5609.236
3582,42.98,3782.49
3583,46.98,1450.529
3584,71.96,1401.89
3585,47.98,1392.0
3586,102.97,4249.148
3587,63.17,1348.484
3588,129.0,2035.144
3589,661.96,3245.646
3590,1105.95,3645.577
3591,229.99,1842.972
3592,140.0,1366.567
3593,168.95,1142.419
3594,841.71,6014.374
3595,116.06,2098.621
3596,57.98,494.587
3597,77.08,3411.839
3598,199.96,948.85
3599,71.18,1267.98
3600,158.94,2168.75
3601,1569.8,1600.87
3602,94.16,2014.489
3603,484.99,2547.432
3604,212.95,3501.964
3605,219.98,586.01
3606,599.99,1560.31
3607,617.95,2238.95
3608,1209.91,3863.039
3609,39.98,1596.679
3610,636.99,3013.889
3611,337.98,7204.53
3612,79.96,3063.644
3613,1698.0,1305.29
3614,723.86,11597.9
3615,114.96,3335.26
3616,107.95,4870.044
3617,647.99,5871.15
3618,763.96,6775.63
3619,119.99,2809.574
3620,115.99,5585.717
3621,140.0,613.99
3622,128.621,484.812
3623,89.99,3864.89
3624,29.99,3134.309
3625,1173.89,1533.75
3626,19.99,1165.98
3627,373.15,3124.102
3628,239.0,2232.609
3629,61.97,911.867
3630,96.96,2893.611
3631,797.97,2755.272
3632,1571.0,1121.11
3633,399.99,2209.05
3634,1219.98,2022.01
3635,281.98,495.99
3636,69.98,59.0
3637,827.93,3228.474
3638,555.36,598.28
3639,538.97,2602.67
3640,51.97,2136.681
3641,88.27,505.99
3642,11.99,350.99
3643,99.98,3372.551
3644,400.0,1306.92
3645,738.97,0.0
3646,36.98,2296.0
3647,305.73,4546.628
3648,239.0,449.99
3649,115.96,1085.521
3650,17.99,0.0
3651,248.0,1619.44
3652,277.952,1413.49
3653,597.97,2768.13
3654,228.0,4433.684
3655,127.49,3432.61
3656,140.0,2618.651
3657,1843.18,28.95
3658,27.99,328.69
3659,39.99,3206.758
3660,358.99,2018.28
3661,16.99,0.0
3662,66.98,2661.14
3663,606.37,2784.212
3664,139.95,2651.8
3665,32.99,2157.434
3666,1001.26,2329.84
3667,799.99,567.974
3668,140.0,0.0
3669,293.98,3968.788
3670,87.26,2323.972
3671,1118.98,4307.92
3672,170.99,5749.508
3673,1008.98,1069.98
3674,9.98,4316.721
3675,80.16,4174.571
3676,3392.0,10195.591
3677,239.0,1214.654
3678,133.96,93.66
3679,239.0,597.98
3680,279.3,3065.3
3681,1706.59,1882.98
3682,230.99,1848.334
3683,96.96,3437.24
3684,372.39,1129.63
3685,57.98,11597.9
3686,274.96,793.857
3687,58.47,2119.537
3688,54.97,980.96
3689,399.97,5416.79
3690,194.97,3295.637
3691,102.96,1621.591
3692,400.93,2197.32
3693,26.99,350.99
3694,175.98,5932.74
3695,87.99,1123.98
3696,21.99,2200.81
3697,279.37,1305.98
3698,2412.99,1749.0
3699,2704.98,594.19
3700,119.98,0.0
3701,89.96,870.754
3702,111.96,687.95
3703,239.0,2414.811
3704,109.99,2342.33
3705,87.26,3304.457
3706,404.99,4515.97
3707,36.98,534.977
3708,229.98,4794.15
3709,953.95,1154.13
3710,1095.97,1728.97
3711,2002.01,5980.832
3712,27.99,1649.659
3713,1652.4,736.964
3714,42.98,1158.08
3715,140.0,3230.587
3716,119.95,0.0
3717,274.99,5301.424
3718,269.0,1627.654
3719,144.96,410.99
3720,195.94,1164.79
3721,49.98,1647.871
3722,519.98,6701.308
3723,412.79,1011.06
3724,300.33,844.97
3725,69.98,4276.284
3726,69.99,11597.9
3727,27.99,4471.074
3728,30.99,1939.581
3729,17.99,2370.647
3730,575.25,2742.189
3731,837.97,1329.99
3732,164.95,5904.56
3733,329.96,623.98
3734,87.26,2098.444
3735,35.99,5678.331
3736,1050.45,6139.07
3737,140.0,809.53
3738,1039.98,1054.97
3739,10.99,1023.952
3740,66.98,847.0
3741,759.97,9111.411
3742,101.16,401.98
3743,99.99,3578.35
3744,81.96,79.99
3745,113.18,1534.97
3746,39.98,1228.0
3747,66.98,3463.057
3748,3440.92,6177.304
3749,35.99,4832.489
3750,650.46,519.98
3751,411.95,1072.57
3752,588.92,3007.83
3753,288.0,4002.54
3754,27.99,682.17
3755,22.99,496.41
3756,91.95,1192.892
3757,831.39,718.22
3758,705.58,3028.242
3759,609.99,3294.504
3760,121.71,1056.0
3761,652.78,3965.307
3762,518.98,4959.77
3763,179.98,693.68
3764,293.02,3448.84
3765,139.99,0.0
3766,140.0,1674.081
3767,46.97,1329.78
3768,239.0,3874.47
3769,140.0,1324.97
3770,983.97,6151.9
3771,588.0,5682.685
3772,140.0,1207.98
3773,69.99,5587.452
3774,438.99,1343.94
3775,816.96,11597.9
3776,239.0,2333.27
3777,15.98,4954.634
3778,239.0,670.18
3779,49.99,2234.954
3780,99.99,3033.189
3781,86.98,3000.624
3782,55.98,1375.56
3783,604.33,528.885
3784,239.0,5060.25
3785,24.99,1857.799
3786,2096.96,5265.4
3787,208.178,2341.434
3788,1039.66,5579.828
3789,187.08,1745.33
3790,2711.53,4071.922
3791,119.99,6003.407
3792,31.98,3464.26
3793,109.95,977.829
3794,507.97,4957.088
3795,639.99,9176.218
3796,4.99,2536.0
3797,109.99,3395.16
3798,239.0,2886.69
3799,85.47,3842.404
3800,728.0,3096.49
3801,64.98,1001.93
3802,299.99,3071.9
3803,488.97,1323.99
3804,41.98,17.7
3805,1444.96,1201.1
3806,157.98,2143.953
3807,9.99,4735.96
3808,239.0,3064.76
3809,689.98,4111.421
3810,58.48,0.0
3811,217.95,1325.449
3812,49.98,3028.62
3813,299.99,4527.481
3814,2178.97,1292.99
3815,55.99,1230.305
3816,36.98,1169.98
3817,124.99,3488.734
3818,1849.0,988.86
3819,37.98,2360.93
3820,258.0,0.0
3821,449.99,5414.77
3822,628.96,0.0
3823,71.99,803.98
3824,942.45,4753.26
3825,1337.92,3722.671
3826,516.09,3551.25
3827,49.98,991.99
3828,179.99,21.99
3829,96.99,0.0
3830,1823.93,2621.329
3831,900.86,1554.51
3832,399.99,590.99
3833,71.98,956.111
3834,97.95,1725.229
3835,89.98,4.95
3836,1256.3,638.98
3837,140.0,1474.99
3838,352.96,9.99
3839,448.99,1613.397
3840,21.99,1111.681
3841,179.98,5335.345
3842,478.87,1416.604
3843,1358.24,3612.22
3844,519.96,1837.5
3845,538.97,5616.222
3846,179.98,452.98
3847,299.99,2193.97
3848,52.97,4216.92
3849,127.95,2099.98
3850,73.99,470.97
3851,499.99,12.98
3852,529.99,1395.99
3853,683.97,3120.84
3854,49.99,1728.209
3855,364.99,1386.88
3856,84.99,936.56
3857,179.46,806.99
3858,404.6,393.41
3859,20.99,783.871
3860,31.99,18.98
3861,40.49,819.8
3862,239.0,928.74
3863,79.99,2632.1
3864,129.99,5138.591
3865,727.2,6934.4
3866,146.89,1697.99
3867,146.66,2935.225
3868,2092.49,3790.194
3869,24.99,917.76
3870,554.95,3558.03
3871,111.55,568.0
3872,124.99,4216.691
3873,779.99,11597.9
3874,47.98,2934.606
3875,181.95,2163.204
3876,127.96,1397.539
3877,98.97,3197.936
3878,87.26,945.002
3879,39.99,629.0
3880,489.98,399.83
3881,752.96,2854.827
3882,497.99,583.0
3883,427.99,4421.37
3884,399.99,2815.557
3885,189.98,7908.694
3886,439.98,1729.98
3887,149.99,896.867
3888,1174.55,4170.33
3889,800.95,6570.861
3890,780.97,3367.512
3891,116.96,20.95
3892,999.0,1326.99
3893,539.98,1771.98
3894,675.78,2291.68
3895,234.96,1353.98
3896,287.13,0.0
3897,298.99,805.672
3898,676.88,2222.097
3899,89.0,1703.95
3900,69.98,2341.108
3901,23.99,0.0
3902,64.99,726.98
3903,97.97,0.0
3904,47.98,0.0
3905,140.0,527.99
3906,32.28,1269.187
3907,49.98,838.564
3908,609.98,4821.753
3909,28.94,4805.327
3910,119.99,5925.32
3911,66.0,3851.173
3912,39.93,195.36
3913,228.88,666.49
3914,86.38,1781.547
3915,699.99,1196.994
3916,288.97,3903.372
3917,134.95,3156.93
3918,18.99,684.98
3919,189.98,3229.757
3920,140.0,1519.097
3921,39.99,2841.344
3922,239.0,3949.131
3923,649.98,0.0
3924,536.65,1952.927
3925,748.6,9269.804
3926,103.94,4027.921
3927,43.19,2876.92
3928,15.99,715.99
3929,87.26,2614.47
3930,239.0,2239.696
3931,636.98,811.21
3932,558.57,516.45
3933,299.99,3717.54
3934,19.99,513.614
3935,1035.21,2608.721
3936,59.98,0.0
3937,399.99,8609.67
3938,109.99,5756.534
3939,71.18,1320.991
3940,30.99,59.0
3941,89.99,0.0
3942,180.94,1851.47
3943,368.95,1650.45
3944,39.98,760.24
3945,49.99,3035.17
3946,519.97,1264.99
3947,359.99,1047.935
3948,169.99,335.15
3949,236.1,4199.56
3950,1684.87,2713.54
3951,1000.97,5142.116
3952,289.97,1699.78
3953,694.46,876.21
3954,1999.0,2527.95
3955,368.97,2159.545
3956,300.98,1843.572
3957,199.0,2574.21
3958,1244.45,6053.772
3959,27.99,2008.63
3960,140.0,1094.59
3961,72.99,19.8
3962,100.86,671.71
3963,62.99,2635.46
3964,36.98,1199.797
3965,347.99,12.99
3966,910.54,9843.808
3967,190.93,3055.717
3968,217.63,3643.231
3969,149.97,2976.154
3970,698.94,4445.731
3971,117.96,1395.044
3972,747.99,1368.59
3973,111.56,2304.668
3974,111.96,847.97
3975,179.99,1618.31
3976,179.99,761.99
3977,239.0,1371.867
3978,216.76,8285.281
3979,140.0,555.519
3980,1203.99,5269.262
3981,69.99,2508.601
3982,1221.45,3650.091
3983,140.0,5371.207
3984,193.97,2255.24
3985,619.98,3408.877
3986,66.98,398.96
3987,529.4,2442.182
3988,35.98,1415.98
3989,61.98,0.0
3990,64.78,521.5
3991,35.98,750.346
3992,16.99,4408.547
3993,79.99,1398.0
3994,856.0,3672.905
3995,733.96,8028.33
3996,123.98,2244.0
3997,199.99,3325.98
3998,129.0,1110.484
3999,43.19,3283.994
4000,145.98,220.6
4001,557.96,1580.61
4002,66.98,1202.97
4003,52.98,915.66
4004,249.99,6298.743
4005,140.0,3068.699
4006,129.95,962.0
4007,78.98,0.0
4008,308.99,869.98
4009,49.99,0.0
4010,37.98,1227.517
4011,111.96,83.94
4012,565.98,2004.0
4013,83.97,2952.57
4014,208.99,1142.98
4015,88.17,971.98
4016,49.98,707.97
4017,598.98,2656.421
4018,79.96,847.464
4019,6.99,0.0
4020,1088.97,4960.023
4021,36.98,59.99
4022,319.08,6269.831
4023,36.98,2049.125
4024,133.96,1759.97
4025,70.97,4365.606
4026,15.99,2023.557
4027,89.99,1036.929
4028,219.97,845.83
4029,99.99,4861.821
4030,579.99,1027.94
4031,209.97,1656.3
4032,104.3,2707.379
4033,149.99,3465.54
4034,772.14,7773.96
4035,618.99,2151.96
4036,212.404,1803.054
4037,189.94,473.99
4038,96.96,734.0
4039,23.99,659.571
4040,388.98,2744.559
4041,885.99,780.484
4042,488.97,495.99
4043,69.99,4227.06
4044,121.46,4047.146
4045,909.19,7243.778
4046,97.97,4272.344
4047,19.99,1178.33
4048,1418.0,3766.981
4049,17.99,6.99
4050,756.97,2192.659
4051,873.49,1549.75
4052,128.301,3134.95
4053,2076.9,6699.231
4054,964.0,1970.99
4055,71.98,416.98
4056,66.98,2178.64
4057,89.07,643.387
4058,74.97,2447.35
4059,274.96,1562.547
4060,58.18,119.99
4061,90.15,1254.03
4062,239.0,671.96
4063,111.96,2913.032
4064,69.99,2232.56
4065,372.11,6098.881
4066,589.97,2779.244
4067,199.99,183.95
4068,807.27,947.98
4069,256.14,0.0
4070,444.97,1406.99
4071,1109.93,683.97
4072,482.37,4824.876
4073,61.98,1294.97
4074,683.96,3331.01
4075,221.12,8702.519
4076,997.99,2746.399
4077,299.99,3758.997
4078,129.99,1817.399
4079,27.99,74.99
4080,239.0,453.99
4081,527.99,3426.904
4082,61.97,985.895
4083,1452.95,8437.45
4084,1178.99,0.0
4085,129.0,171.97
4086,984.97,138.99
4087,674.97,2185.02
4088,110.99,777.95
4089,30.99,4044.763
4090,259.99,1933.95
4091,55.99,430.82
4092,24.99,631.94
4093,142.2,3041.124
4094,657.95,2116.35
4095,97.97,3072.144
4096,398.4,3707.458
4097,16.99,4261.964
4098,962.58,2688.736
4099,159.96,1710.669
4100,629.99,9410.21
4101,33.99,550.187
4102,39.98,783.712
4103,66.98,0.0
4104,823.94,5247.8
4105,44.99,0.0
4106,411.59,648.6
4107,67.96,598.98
4108,57.98,5885.961
4109,67.98,1053.654
4110,82.97,4691.804
4111,1499.98,3364.0
4112,368.95,703.492
4113,36.98,503.98
4114,31.98,0.0
4115,65.99,1462.99
4116,2838.84,2328.99
4117,372.39,1762.637
4118,239.0,7051.972
4119,89.07,1793.95
4120,94.02,0.0
4121,29.99,0.0
4122,169.99,2406.996
4123,133.96,2804.846
4124,857.2,4082.39
4125,119.95,2882.584
4126,99.96,1879.621
4127,638.97,0.0
4128,66.98,2154.442
4129,75.97,680.64
4130,1725.89,6881.69
4131,54.99,462.98
4132,59.99,343.99
4133,299.95,6021.747
4134,39.98,1898.62
4135,140.0,3952.76
4136,697.99,350.99
4137,637.96,2665.497
4138,797.99,2506.24
4139,55.98,2423.09
4140,36.99,4269.398
4141,64.99,2174.79
4142,27.99,1296.494
4143,87.26,1051.0
4144,420.0,4705.464
4145,600.0,4185.597
4146,197.688,1031.99
4147,576.34,3541.1
4148,469.0,2023.06
4149,452.92,5938.748
4150,167.97,926.99
4151,101.67,970.95
4152,115.16,1147.0
4153,98.97,5100.654
4154,241.96,4208.87
4155,183.54,5031.441
4156,83.99,461.94
4157,83.3,5687.884
4158,84.93,3782.95
4159,140.0,1265.99
4160,101.96,2945.287
4161,1097.15,2530.99
4162,169.99,2131.201
4163,209.98,2160.87
4164,92.97,986.23
4165,104.99,1443.08
4166,119.97,7709.119
4167,51.98,12.85
4168,39.99,1409.96
4169,69.99,2081.03
4170,79.99,11597.9
4171,588.97,5799.264
4172,119.94,4509.377
4173,80.99,2756.392
4174,16.99,154.0
4175,143.94,1433.1
4176,870.13,9581.034
4177,278.9,398.95
4178,269.99,1750.402
4179,120.66,1218.97
4180,209.98,4991.982
4181,35.98,1601.321
4182,69.99,893.99
4183,239.0,866.95
4184,814.99,1451.587
4185,35.99,1589.98
4186,49.98,926.91
4187,73.96,940.98
4188,24.99,942.91
4189,44.99,3.95
4190,98.97,1634.99
4191,201.36,673.74
4192,758.96,2436.154
4193,129.99,450.32
4194,54.97,1746.159
4195,66.98,3575.703
4196,96.96,1208.29
4197,134.99,2403.01
4198,252.97,561.93
4199,182.92,2252.781
4200,29.99,1805.309
4201,57.98,846.18
4202,140.0,531.99
4203,52.98,544.2
4204,52.97,2635.09
4205,234.96,0.0
4206,369.99,1238.53
4207,87.99,5115.96
4208,43.19,2249.801
4209,1955.54,2921.687
4210,140.0,5355.971
4211,79.99,3396.609
4212,1121.34,2812.821
4213,478.0,3782.497
4214,527.97,1539.21
4215,749.96,1950.469
4216,96.96,940.99
4217,27.99,2344.914
4218,239.0,737.99
4219,175.98,3481.914
4220,30.99,1757.19
4221,239.0,6183.631
4222,66.98,2604.622
4223,49.99,705.95
4224,98.0,373.99
4225,52.98,0.0
4226,109.95,1959.41
4227,738.0,185.9
4228,39.0,5424.94
4229,258.0,1214.01
4230,248.0,2370.771
4231,1324.02,3593.983
4232,708.0,1267.5
4233,113.94,1648.35
4234,578.97,1222.97
4235,107.95,2790.81
4236,239.0,3655.867
4237,89.0,1577.601
4238,348.95,1780.499
4239,71.96,3741.72
4240,1274.15,1872.837
4241,478.0,8149.96
4242,299.99,1073.98
4243,57.97,998.894
4244,120.56,135.99
4245,478.97,1984.02
4246,79.99,5563.548
4247,428.0,2978.97
4248,65.94,2810.94
4249,69.99,1806.36
4250,4.99,0.0
4251,844.94,1412.99
4252,194.32,5194.087
4253,31.99,772.227
4254,115.99,2723.044
4255,818.99,1546.479
4256,66.98,4363.447
4257,749.0,3253.694
4258,736.8,4092.29
4259,107.97,1499.18
4260,63.17,3705.058
4261,44.98,73.0
4262,1101.52,1619.911
4263,249.97,1958.17
4264,49.99,5666.215
4265,134.98,2635.98
4266,239.0,1623.28
4267,759.87,797.94
4268,146.96,4011.745
4269,150.91,815.99
4270,194.98,3099.554
4271,409.99,11597.9
4272,369.7,674.96
4273,488.97,4415.186
4274,50.98,2374.97
4275,21.99,582.0
4276,904.89,872.0
4277,164.95,4104.0
4278,119.99,2585.44
4279,588.97,2833.152
4280,39.99,248.99
4281,92.97,154.0
4282,129.99,3988.6
4283,114.37,4314.735
4284,667.97,1934.587
4285,1097.99,11597.9
4286,688.97,6299.498
4287,1232.98,3368.18
4288,239.0,3247.79
4289,744.45,692.477
4290,277.99,1540.95
4291,189.99,5834.684
4292,52.98,2204.211
4293,71.18,1742.554
4294,480.27,0.0
4295,267.99,1119.0
4296,91.97,2182.994
4297,37.98,129.0
4298,63.22,2511.69
4299,19.99,994.202
4300,179.51,3376.18
4301,432.01,2854.204
4302,10.99,3485.94
4303,1555.25,1016.0
4304,754.94,6290.328
4305,55.98,1933.564
4306,1178.94,8453.604
4307,39.98,2514.68
4308,33.94,1742.85
4309,47.98,0.0
4310,49.98,773.98
4311,1093.5,3986.19
4312,140.0,2046.02
4313,199.97,2210.98
4314,149.99,5781.554
4315,160.99,679.99
4316,889.56,3666.269
4317,895.97,694.99
4318,679.98,3208.84
4319,68.98,998.614
4320,37.98,2932.55
4321,80.97,969.054
4322,738.97,7064.922
4323,418.88,6371.125
4324,178.97,2859.639
4325,328.0,574.49
4326,85.99,0.0
4327,898.96,32.69
4328,999.99,616.61
4329,1204.24,5373.27
4330,129.99,555.237
4331,149.99,11597.9
4332,199.99,504.0
4333,35.98,193.98
4334,86.99,886.24
4335,537.41,6217.742
4336,223.98,1213.49
4337,140.0,2475.03
4338,102.97,820.26
4339,739.03,7226.184
4340,239.96,529.945
4341,47.99,2272.56
4342,728.96,7369.798
4343,50.99,3551.029
4344,508.96,1663.567
4345,59.99,4988.707
4346,239.0,1713.671
4347,1423.82,3283.49
4348,111.96,3767.62
4349,75.96,7632.051
4350,99.99,2514.92
4351,1582.574,4209.336
4352,159.99,350.99
4353,379.99,6282.076
4354,1081.73,1726.484
4355,477.99,3570.337
4356,469.99,505.98
4357,36.98,5987.65
4358,161.97,2266.117
4359,64.98,849.97
4360,286.08,7366.248
4361,47.98,596.94
4362,353.64,2682.647
4363,233.99,3698.36
4364,44.42,12.99
4365,140.0,742.604
4366,349.99,2242.99
4367,176.02,1868.054
4368,121.97,894.01
4369,178.1,2081.24
4370,504.99,6009.307
4371,35.99,3914.39
4372,53.18,4615.211
4373,489.89,1537.12
4374,17.99,2102.601
4375,835.8,669.91
4376,239.0,4186.611
4377,69.99,3858.23
4378,87.27,4079.051
4379,79.99,11597.9
4380,39.98,99.0
4381,79.96,3042.987
4382,93.96,578.79
4383,1563.3,1481.31
4384,69.97,0.0
4385,71.96,1723.972
4386,119.99,3460.0
4387,49.99,3701.98
4388,61.18,9007.17
4389,688.96,11597.9
4390,29.98,899.1
4391,138.47,3885.45
4392,32.99,1221.131
4393,18.99,594.0
4394,21.99,1064.49
4395,61.18,2439.254
4396,284.99,459.97
4397,3465.94,10607.455
4398,994.96,855.0
4399,206.12,1856.886
4400,69.98,1365.599
4401,219.95,0.0
4402,306.13,2807.931
4403,688.97,558.0
4404,139.99,11597.9
4405,72.99,3060.954
4406,110.99,46.94
4407,169.99,11597.9
4408,1060.77,1423.6
4409,94.2,836.97
4410,115.94,2528.93
4411,71.18,1169.767
4412,140.0,1093.0
4413,248.95,3977.266
4414,883.95,5973.279
4415,71.18,3358.53
4416,57.97,0.0
4417,52.98,1608.001
4418,140.0,1453.98
4419,308.93,2642.642
4420,1479.0,5219.242
4421,495.17,536.884
4422,29.99,1815.28
4423,59.95,1765.41
4424,1999.86,3908.896
4425,781.85,1705.009
4426,638.96,1557.93
4427,66.98,6260.965
4428,44.99,468.63
4429,895.73,4343.744
4430,239.0,954.332
4431,499.98,3149.789
4432,335.93,1746.83
4433,57.98,778.587
4434,468.97,3407.08
4435,53.97,1182.992
4436,79.96,0.0
4437,26.98,8208.961
4438,508.86,696.989
4439,106.97,1830.06
4440,116.99,4782.74
4441,1164.61,1649.141
4442,79.96,3463.581
4443,29.99,1188.614
4444,675.97,4798.112
4445,49.98,1891.874
4446,65.97,4076.35
4447,1154.98,2525.93
4448,32.99,1135.512
4449,73.16,3822.863
4450,859.45,5362.706
4451,59.95,2605.815
4452,49.99,3728.661
4453,110.98,4998.998
4454,55.98,3704.737
4455,79.99,5210.448
4456,1475.86,0.0
4457,61.18,4347.726
4458,54.97,710.97
4459,61.18,2316.99
4460,661.92,1766.84
4461,397.99,1482.3
4462,886.33,1874.85
4463,172.34,3305.461
4464,139.99,23.84
4465,102.97,174.18
4466,1825.74,2878.867
4467,66.98,1735.92
4468,114.99,1111.97
4469,51.97,564.134
4470,298.18,7225.57
4471,144.99,2508.46
4472,79.96,1234.36
4473,278.88,2567.86
4474,59.99,4645.994
4475,214.97,8174.362
4476,239.0,1896.17
4477,219.98,11.85
4478,767.97,2550.601
4479,139.92,1744.057
4480,239.0,2554.2
4481,169.99,3746.567
4482,66.98,0.0
4483,140.0,1384.601
4484,24.99,940.17
4485,87.26,1069.95
4486,26.99,4376.11
4487,73.98,1639.08
4488,29.99,6546.46
4489,134.96,5458.284
4490,719.03,1054.064
4491,983.88,2430.844
4492,338.66,1849.664
4493,39.98,1879.88
4494,27.99,1826.408
4495,477.97,2366.434
4496,54.0,3545.121
4497,79.76,670.98
4498,1297.99,2178.651
4499,1649.57,0.0
4500,61.98,903.88
4501,87.26,2281.306
4502,63.98,1127.444
4503,49.99,1067.83
4504,688.97,0.01
4505,79.99,1733.99
4506,430.07,6809.69
4507,19.98,3605.888
4508,23.99,769.08
4509,1526.86,14.99
4510,109.98,745.98
4511,121.98,530.74
4512,535.67,6131.801
4513,772.97,4660.32
4514,1933.99,3817.031
4515,140.0,960.88
4516,421.0,4099.974
4517,367.06,5387.292
4518,906.25,7502.394
4519,2799.96,3282.634
4520,217.96,154.94
4521,578.98,2486.977
4522,738.97,2430.76
4523,258.95,1251.497
4524,203.121,4122.07
4525,179.99,3624.917
4526,27.99,1023.517
4527,358.98,1101.08
4528,152.97,3078.594
4529,66.98,3845.378
4530,139.99,584.98
4531,249.99,1594.081
4532,279.96,4386.097
4533,389.98,2420.046
4534,110.0,1135.94
4535,1478.98,6841.225
4536,1192.96,2366.59
4537,142.48,1149.571
4538,112.46,674.987
4539,119.95,1274.696
4540,57.98,2998.675
4541,134.95,0.0
4542,48.99,666.07
4543,29.99,1355.837
4544,56.86,2212.86
4545,19.99,0.0
4546,273.98,2007.581
4547,514.99,4594.034
4548,1012.14,1592.942
4549,79.99,723.014
4550,152.98,554.87
4551,75.96,0.0
4552,1462.57,2513.71
4553,99.99,4090.36
4554,140.0,10.98
4555,27.99,2079.539
4556,268.99,3338.181
4557,51.98,914.98
4558,295.74,3808.54
4559,97.95,856.914
4560,859.97,3822.704
4561,468.33,5253.377
4562,127.98,1851.98
4563,603.24,694.0
4564,155.35,675.54
4565,59.0,3940.4
4566,498.98,3010.251
4567,15.99,2550.95
4568,852.86,1377.97
4569,469.07,509.51
4570,66.98,4446.97
4571,61.18,218.99
4572,181.131,1030.98
4573,59.99,5441.693
4574,239.0,2437.43
4575,17.99,2959.59
4576,588.18,1164.84
4577,297.98,2569.98
4578,193.0,5049.131
4579,96.96,1687.209
4580,31.99,1685.747
4581,399.0,1449.02
4582,35.98,2819.99
4583,87.48,4905.55
4584,212.99,1175.99
4585,364.79,981.95
4586,108.55,11597.9
4587,128.96,3917.073
4588,249.95,2254.228
4589,1099.0,11597.9
4590,278.99,633.0
4591,75.97,1789.777
4592,59.99,7082.297
4593,122.36,1923.98
4594,314.99,587.59
4595,2199.18,3763.438
4596,69.99,1121.99
4597,140.0,1779.599
4598,4901.99,11597.9
4599,148.99,579.99
4600,32.99,11597.9
4601,928.98,1439.64
4602,79.99,2463.634
4603,926.96,0.0
4604,133.96,952.97
4605,69.95,974.99
4606,194.98,1545.75
4607,69.99,3700.85
4608,36.92,4461.76
4609,1082.97,6451.758
4610,1201.12,168.67
4611,605.49,0.0
4612,366.97,1699.97
4613,27.99,1081.407
4614,1356.97,950.99
4615,157.96,2562.474
4616,373.99,793.25
4617,62.98,9480.288
4618,308.0,836.98
4619,1188.54,221.98
4620,239.0,568.99
4621,361.27,1999.07
4622,89.0,5855.908
4623,608.0,4027.749
4624,74.99,4368.684
4625,55.17,0.0
4626,352.98,0.0
4627,478.99,2813.1
4628,769.91,4408.262
4629,1639.41,3793.049
4630,14.99,3468.822
